,DateTime,REGION_ID,SPEED
107920,2015-01-05 21:20:00,29,20.39
107921,2015-01-05 21:10:00,1,17.05
107922,2015-01-05 21:10:00,2,21.14
107923,2015-01-05 21:10:00,3,17.05
107924,2015-01-05 21:10:00,4,18.41
107925,2015-01-05 21:10:00,5,19.77
107926,2015-01-05 21:10:00,6,18.41
107927,2015-01-05 21:10:00,7,18.41
107928,2015-01-05 21:10:00,8,17.05
107929,2015-01-05 21:10:00,9,19.77
107930,2015-01-05 21:10:00,10,17.05
107931,2015-01-05 21:10:00,11,18.41
107932,2015-01-05 21:10:00,12,15.0
107933,2015-01-05 21:10:00,13,12.95
107934,2015-01-05 21:10:00,14,18.48
107935,2015-01-05 21:10:00,15,19.09
107936,2015-01-05 21:10:00,16,22.5
107937,2015-01-05 21:10:00,17,19.77
107938,2015-01-05 21:10:00,18,19.09
107939,2015-01-05 21:10:00,19,20.45
107940,2015-01-05 21:10:00,20,17.73
107941,2015-01-05 21:10:00,21,19.77
107942,2015-01-05 21:10:00,22,21.14
107943,2015-01-05 21:10:00,23,17.05
107944,2015-01-05 21:10:00,24,19.77
107945,2015-01-05 21:10:00,25,20.45
107946,2015-01-05 21:10:00,26,21.14
107947,2015-01-05 21:10:00,27,18.41
107948,2015-01-05 21:10:00,28,0.0
107949,2015-01-05 21:10:00,29,20.32
107950,2015-01-05 21:00:00,1,16.43
107951,2015-01-05 21:00:00,2,19.77
107952,2015-01-05 21:00:00,3,17.05
107953,2015-01-05 21:00:00,4,16.36
107954,2015-01-05 21:00:00,5,19.09
107955,2015-01-05 21:00:00,6,19.09
107956,2015-01-05 21:00:00,7,18.41
107957,2015-01-05 21:00:00,8,17.05
107958,2015-01-05 21:00:00,9,18.41
107959,2015-01-05 21:00:00,10,17.05
107960,2015-01-05 21:00:00,11,19.77
107961,2015-01-05 21:00:00,12,15.68
107962,2015-01-05 21:00:00,13,12.95
107963,2015-01-05 21:00:00,14,19.57
107964,2015-01-05 21:00:00,15,19.77
107965,2015-01-05 21:00:00,16,19.57
107966,2015-01-05 21:00:00,17,22.36
107967,2015-01-05 21:00:00,18,19.77
107968,2015-01-05 21:00:00,19,20.45
107969,2015-01-05 21:00:00,20,18.41
107970,2015-01-05 21:00:00,21,19.77
107971,2015-01-05 21:00:00,22,20.45
107972,2015-01-05 21:00:00,23,16.36
107973,2015-01-05 21:00:00,24,19.09
107974,2015-01-05 21:00:00,25,21.82
107975,2015-01-05 21:00:00,26,20.45
107976,2015-01-05 21:00:00,27,20.66
107977,2015-01-05 21:00:00,28,0.0
107978,2015-01-05 21:00:00,29,21.41
107979,2015-01-05 20:50:00,1,15.27
107980,2015-01-05 20:50:00,2,21.82
107981,2015-01-05 20:50:00,3,17.73
107982,2015-01-05 20:50:00,4,16.36
107983,2015-01-05 20:50:00,5,19.77
107984,2015-01-05 20:50:00,6,18.41
107985,2015-01-05 20:50:00,7,18.41
107986,2015-01-05 20:50:00,8,15.68
107987,2015-01-05 20:50:00,9,17.05
107988,2015-01-05 20:50:00,10,17.05
107989,2015-01-05 20:50:00,11,17.73
107990,2015-01-05 20:50:00,12,15.0
107991,2015-01-05 20:50:00,13,12.95
107992,2015-01-05 20:50:00,14,20.45
107993,2015-01-05 20:50:00,15,20.45
107994,2015-01-05 20:50:00,16,26.93
107995,2015-01-05 20:50:00,17,19.09
107996,2015-01-05 20:50:00,18,19.09
107997,2015-01-05 20:50:00,19,19.77
107998,2015-01-05 20:50:00,20,19.77
107999,2015-01-05 20:50:00,21,19.57
108000,2015-01-05 20:50:00,22,20.45
108001,2015-01-05 20:50:00,23,17.05
108002,2015-01-05 20:50:00,24,19.09
108003,2015-01-05 20:50:00,25,21.14
108004,2015-01-05 20:50:00,26,21.14
108005,2015-01-05 20:50:00,27,22.5
108006,2015-01-05 20:50:00,28,28.7
108007,2015-01-05 20:50:00,29,23.86
108008,2015-01-05 20:40:00,1,16.36
108009,2015-01-05 20:40:00,2,20.25
108010,2015-01-05 20:40:00,3,16.36
108011,2015-01-05 20:40:00,4,16.36
108012,2015-01-05 20:40:00,5,19.09
108013,2015-01-05 20:40:00,6,18.41
108014,2015-01-05 20:40:00,7,18.41
108015,2015-01-05 20:40:00,8,15.68
108016,2015-01-05 20:40:00,9,18.41
108017,2015-01-05 20:40:00,10,17.05
108018,2015-01-05 20:40:00,11,19.77
108019,2015-01-05 20:40:00,12,16.36
108020,2015-01-05 20:40:00,13,14.32
108021,2015-01-05 20:40:00,14,19.09
108022,2015-01-05 20:40:00,15,19.77
108023,2015-01-05 20:40:00,16,21.14
108024,2015-01-05 20:40:00,17,20.45
108025,2015-01-05 20:40:00,18,18.41
108026,2015-01-05 20:40:00,19,19.77
108027,2015-01-05 20:40:00,20,19.77
108028,2015-01-05 20:40:00,21,21.14
108029,2015-01-05 20:40:00,22,19.77
108030,2015-01-05 20:40:00,23,17.05
108031,2015-01-05 20:40:00,24,17.73
108032,2015-01-05 20:40:00,25,20.45
108033,2015-01-05 20:40:00,26,20.45
108034,2015-01-05 20:40:00,27,20.8
108035,2015-01-05 20:40:00,28,0.0
108036,2015-01-05 20:40:00,29,21.34
108037,2015-01-05 20:30:00,1,17.05
108038,2015-01-05 20:30:00,2,22.5
108039,2015-01-05 20:30:00,3,17.05
108040,2015-01-05 20:30:00,4,16.36
108041,2015-01-05 20:30:00,5,19.09
108042,2015-01-05 20:30:00,6,18.41
108043,2015-01-05 20:30:00,7,18.41
108044,2015-01-05 20:30:00,8,17.73
108045,2015-01-05 20:30:00,9,19.09
108046,2015-01-05 20:30:00,10,18.41
108047,2015-01-05 20:30:00,11,20.45
108048,2015-01-05 20:30:00,12,16.36
108049,2015-01-05 20:30:00,13,15.68
108050,2015-01-05 20:30:00,14,20.45
108051,2015-01-05 20:30:00,15,22.5
108052,2015-01-05 20:30:00,16,25.84
108053,2015-01-05 20:30:00,17,22.5
108054,2015-01-05 20:30:00,18,19.09
108055,2015-01-05 20:30:00,19,21.14
108056,2015-01-05 20:30:00,20,21.14
